cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa,hdbscan,fcm,hdbI
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,12,0,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,15,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,-1,4,0.43113696894230213
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,15,4,0.43113696894230213
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,15,4,0.43113696894230213
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,15,4,0.43113696894230213
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,15,4,0.43113696894230213
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,-1,4,0.43113696894230213
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,12,0,0.43113696894230213
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,12,0,0.43113696894230213
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,12,0,0.43113696894230213
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,12,0,0.43113696894230213
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,12,0,0.43113696894230213
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,12,0,0.43113696894230213
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,12,0,0.43113696894230213
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,12,0,0.43113696894230213
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,12,0,0.43113696894230213
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,12,0,0.43113696894230213
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,12,0,0.43113696894230213
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,12,0,0.43113696894230213
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,12,0,0.43113696894230213
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,12,0,0.43113696894230213
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,12,0,0.43113696894230213
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,12,0,0.43113696894230213
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,12,0,0.43113696894230213
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,12,0,0.43113696894230213
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,12,0,0.43113696894230213
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,12,0,0.43113696894230213
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,12,0,0.43113696894230213
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,12,0,0.43113696894230213
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,12,0,0.43113696894230213
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,12,0,0.43113696894230213
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,12,0,0.43113696894230213
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,12,0,0.43113696894230213
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,12,0,0.43113696894230213
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,12,0,0.43113696894230213
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,12,0,0.43113696894230213
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,12,0,0.43113696894230213
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,15,4,0.43113696894230213
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,15,4,0.43113696894230213
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,15,4,0.43113696894230213
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,15,4,0.43113696894230213
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,-1,4,0.43113696894230213
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,15,4,0.43113696894230213
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,15,4,0.43113696894230213
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,15,4,0.43113696894230213
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,-1,4,0.43113696894230213
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,-1,4,0.43113696894230213
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,15,4,0.43113696894230213
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,15,4,0.43113696894230213
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,-1,4,0.43113696894230213
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,-1,4,0.43113696894230213
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,-1,4,0.43113696894230213
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,16,4,0.43113696894230213
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,16,4,0.43113696894230213
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,16,4,0.43113696894230213
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,16,4,0.43113696894230213
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,-1,4,0.43113696894230213
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,16,4,0.43113696894230213
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,16,4,0.43113696894230213
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,16,4,0.43113696894230213
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,16,4,0.43113696894230213
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,-1,4,0.43113696894230213
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,-1,5,0.43113696894230213
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,-1,5,0.43113696894230213
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,-1,5,0.43113696894230213
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,-1,5,0.43113696894230213
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,-1,5,0.43113696894230213
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,-1,4,0.43113696894230213
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,-1,4,0.43113696894230213
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,-1,4,0.43113696894230213
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,-1,4,0.43113696894230213
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,-1,4,0.43113696894230213
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,-1,4,0.43113696894230213
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,-1,4,0.43113696894230213
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,-1,4,0.43113696894230213
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,-1,4,0.43113696894230213
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,-1,4,0.43113696894230213
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,15,4,0.43113696894230213
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,15,4,0.43113696894230213
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,15,4,0.43113696894230213
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,15,4,0.43113696894230213
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,15,4,0.43113696894230213
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,4,5,0.43113696894230213
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,4,5,0.43113696894230213
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,4,5,0.43113696894230213
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,4,5,0.43113696894230213
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,4,5,0.43113696894230213
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,-1,6,0.43113696894230213
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0,6,0.43113696894230213
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,-1,5,0.43113696894230213
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,-1,6,0.43113696894230213
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,4,6,0.43113696894230213
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,-1,6,0.43113696894230213
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,-1,6,0.43113696894230213
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,-1,6,0.43113696894230213
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,-1,6,0.43113696894230213
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,-1,6,0.43113696894230213
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0,6,0.43113696894230213
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0,6,0.43113696894230213
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,-1,6,0.43113696894230213
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,-1,6,0.43113696894230213
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,-1,6,0.43113696894230213
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,4,5,0.43113696894230213
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,-1,9,0.43113696894230213
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,-1,6,0.43113696894230213
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,-1,3,0.43113696894230213
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,-1,1,0.43113696894230213
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,10,9,0.43113696894230213
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,-1,1,0.43113696894230213
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0,6,0.43113696894230213
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,-1,9,0.43113696894230213
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,-1,5,0.43113696894230213
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,-1,1,0.43113696894230213
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,-1,6,0.43113696894230213
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,12,0,0.43113696894230213
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,14,3,0.43113696894230213
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,14,3,0.43113696894230213
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,14,3,0.43113696894230213
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,12,4,0.43113696894230213
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,-1,4,0.43113696894230213
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,14,4,0.43113696894230213
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,14,4,0.43113696894230213
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,15,4,0.43113696894230213
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,12,0,0.43113696894230213
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,16,4,0.43113696894230213
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,12,0,0.43113696894230213
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,15,4,0.43113696894230213
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,12,0,0.43113696894230213
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,14,3,0.43113696894230213
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,14,3,0.43113696894230213
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,14,3,0.43113696894230213
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,12,4,0.43113696894230213
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,14,4,0.43113696894230213
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,14,4,0.43113696894230213
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,14,4,0.43113696894230213
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,15,4,0.43113696894230213
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,12,0,0.43113696894230213
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,16,4,0.43113696894230213
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,12,0,0.43113696894230213
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,15,4,0.43113696894230213
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,12,0,0.43113696894230213
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,14,3,0.43113696894230213
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,14,3,0.43113696894230213
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,14,3,0.43113696894230213
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,12,4,0.43113696894230213
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,14,4,0.43113696894230213
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,14,4,0.43113696894230213
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,14,4,0.43113696894230213
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,15,4,0.43113696894230213
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,12,0,0.43113696894230213
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,16,4,0.43113696894230213
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,12,0,0.43113696894230213
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,15,4,0.43113696894230213
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,12,0,0.43113696894230213
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,14,3,0.43113696894230213
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,14,3,0.43113696894230213
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,14,3,0.43113696894230213
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,12,4,0.43113696894230213
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,14,4,0.43113696894230213
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,14,4,0.43113696894230213
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,14,4,0.43113696894230213
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,15,4,0.43113696894230213
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,12,0,0.43113696894230213
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,16,4,0.43113696894230213
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,12,0,0.43113696894230213
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,15,4,0.43113696894230213
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,-1,0,0.43113696894230213
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,-1,3,0.43113696894230213
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,-1,3,0.43113696894230213
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,-1,3,0.43113696894230213
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,-1,4,0.43113696894230213
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,-1,4,0.43113696894230213
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,-1,4,0.43113696894230213
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,14,4,0.43113696894230213
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,15,4,0.43113696894230213
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,12,0,0.43113696894230213
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,-1,4,0.43113696894230213
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,12,0,0.43113696894230213
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,15,4,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,3,6,0.43113696894230213
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,3,6,0.43113696894230213
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,9,2,0.43113696894230213
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,9,2,0.43113696894230213
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,9,2,0.43113696894230213
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,9,2,0.43113696894230213
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,-1,6,0.43113696894230213
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,-1,6,0.43113696894230213
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,-1,6,0.43113696894230213
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,-1,6,0.43113696894230213
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,-1,6,0.43113696894230213
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,-1,6,0.43113696894230213
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,-1,6,0.43113696894230213
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,-1,6,0.43113696894230213
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,-1,6,0.43113696894230213
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,-1,6,0.43113696894230213
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,-1,6,0.43113696894230213
